City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,johnstown,40.3267,-78.922,5.19,56,0,3.09,US,1706010205
264,saint-francois,46.4154,3.9054,10.92,73,75,4.12,FR,1706010276
265,qarauyl,48.9451,79.255,-12.21,73,0,2.47,KZ,1706010277
266,mount gambier,-37.8333,140.7667,19.11,55,0,2.41,AU,1706010277
267,mazowe,-17.504,30.9739,26.53,41,79,2.86,ZW,1706010278
268,cakovec,46.3844,16.4339,6.41,66,38,1.01,HR,1706010279
269,naze,28.3667,129.4833,8.51,70,100,14.57,JP,1706010279
270,labrador city,52.9463,-66.9114,-27.05,58,40,9.26,CA,1706010280
271,gdov,58.7406,27.8122,2.0,92,100,7.63,RU,1706010280
272,kralendijk,12.15,-68.2667,23.99,100,100,4.12,BQ,1706010281
273,baruun-urt,46.6806,113.2792,-19.67,89,3,3.11,MN,1706010282
274,axim,4.8699,-2.2405,29.62,66,19,2.18,GH,1706010282
275,south hedland,-20.4089,118.5983,27.96,89,100,6.17,AU,1706010283
276,phan rang-thap cham,11.5667,108.9833,23.32,79,4,2.12,VN,1706010283
277,arauquita,7.0292,-71.4281,23.69,61,99,0.83,CO,1706010284
278,bubaque,11.2833,-15.8333,25.53,47,90,6.69,GW,1706010284
279,puerto francisco de orellana,-0.4667,-76.9667,22.17,88,22,0.74,EC,1706010285
280,mahabad,36.7631,45.7222,9.23,65,79,1.98,IR,1706010286
281,undurkhaan,47.3194,110.6556,-18.63,83,1,2.21,MN,1706010286
282,tromso,69.6496,18.957,0.01,93,100,6.69,NO,1706010287
283,belmopan,17.25,-88.7667,20.86,100,75,1.19,BZ,1706010287
284,yuzhno-kurilsk,44.0306,145.8556,1.32,97,86,7.02,RU,1706010288
285,la libertad,-2.2333,-80.9,25.81,89,40,4.63,EC,1706010288
286,polyarnyy,69.1989,33.4478,-6.91,96,97,2.59,RU,1706010289
287,balkanabat,39.5108,54.3671,6.26,74,98,1.29,TM,1706010290
288,qui nhon,13.7667,109.2333,22.05,89,67,6.74,VN,1706010290
289,mount pleasant,32.7941,-79.8626,12.78,93,100,1.54,US,1706010291
290,puerto princesa,9.7392,118.7353,26.99,83,75,6.17,PH,1706010291
291,port lincoln,-34.7333,135.8667,21.25,65,21,3.06,AU,1706010292
292,san patricio,28.017,-97.5169,19.35,99,100,4.94,US,1706010293
293,waingapu,-9.6567,120.2641,28.75,74,83,8.02,ID,1706010293
294,enid,36.3956,-97.8784,1.37,100,75,1.54,US,1706010294
295,el paraiso,13.8667,-86.55,17.15,96,87,2.0,HN,1706010294
296,remire-montjoly,4.9167,-52.2667,29.02,70,20,5.14,GF,1706010295
297,caxias do sul,-29.1681,-51.1794,18.95,87,62,2.45,BR,1706010286
298,northam,51.0333,-4.2167,14.25,97,100,16.3,GB,1706010296
299,strabane,54.8237,-7.4692,12.97,91,100,7.3,GB,1706010297
300,smithers,54.7804,-127.1743,-4.82,93,100,1.54,CA,1706010297
301,khovd,48.0056,91.6419,-22.25,95,11,0.72,MN,1706010298
302,mahibadhoo,3.7833,72.9667,27.88,75,11,5.89,MV,1706010298
303,vodnyy,63.5046,53.4095,-6.99,91,100,5.49,RU,1706010299
304,zhenlai,45.8495,123.2973,-14.59,80,36,3.18,CN,1706010299
305,karratha,-20.7377,116.8463,26.78,88,66,8.65,AU,1706010300
306,oeiras do para,-2.0031,-49.8544,28.01,78,83,1.72,BR,1706010301
307,kolonia,50.9333,6.95,10.48,71,40,7.72,DE,1706010096
308,laguna,38.421,-121.4238,13.36,94,100,1.54,US,1706010302
309,sabang,5.8933,95.3214,28.14,74,72,7.28,ID,1706010303
310,touba,8.2833,-7.6833,33.55,8,21,2.61,CI,1706010304
311,maysville,38.6412,-83.7444,4.88,65,100,2.57,US,1706010305
312,katsuura,35.1333,140.3,10.01,58,15,12.78,JP,1706010305
313,petropavlovsk-kamchatsky,53.0452,158.6483,-5.86,85,75,3.0,RU,1706010306
314,tazovsky,67.4667,78.7,-21.23,94,48,4.59,RU,1706010306
315,shalqar,47.8333,59.6,-8.81,95,81,3.71,KZ,1706010307
316,buala,-8.145,159.5921,28.21,82,100,2.53,SB,1706010308
317,yeniseysk,58.4497,92.1703,-20.03,98,98,1.79,RU,1706010308
318,parsons,37.3403,-95.2611,2.16,98,99,0.72,US,1706010309
319,lander,42.833,-108.7307,4.33,76,82,0.56,US,1706010310
320,makhjan,17.2698,73.5003,28.46,30,64,3.55,IN,1706010311
321,santa cruz,-17.8,-63.1667,24.03,73,75,4.12,BO,1706010254
322,horjul,46.0236,14.2992,10.14,57,63,1.03,SI,1706010312
323,mantua,45.1667,10.7833,8.94,63,6,1.79,IT,1706010313
324,namtsy,62.7161,129.6658,-31.23,95,99,2.88,RU,1706010313
325,ephraim,39.3597,-111.5863,3.23,74,100,1.81,US,1706010314
326,kone,-21.0595,164.8658,24.35,94,100,0.86,NC,1706010315
327,pyhajarvi,67.0701,27.2176,0.31,100,100,0.98,FI,1706010316
328,howrah,22.5892,88.3103,22.0,43,20,2.06,IN,1706010316
329,howard springs,-12.497,131.047,26.57,97,97,2.32,AU,1706010317
330,tadine,-21.55,167.8833,26.18,82,100,2.43,NC,1706010318
331,kuta,-8.7233,115.1723,28.97,79,20,8.94,ID,1706010319
332,mukalla,14.5425,49.1242,29.75,38,32,4.62,YE,1706010319
333,champerico,14.3,-91.9167,23.16,73,71,1.8,GT,1706010320
334,kavieng,-2.5744,150.7967,27.94,79,100,4.11,PG,1706010320
335,veraval,20.9,70.3667,25.02,48,6,5.02,IN,1706010321
336,tanabe,33.7333,135.3667,3.35,65,90,12.84,JP,1706010322
337,ceeldheer,3.8488,47.1806,30.71,55,21,11.54,SO,1706010322
338,bilyts'ke,48.4064,37.1811,-3.24,56,77,4.54,UA,1706010323
339,velur,12.9333,79.1333,28.38,52,7,2.99,IN,1706010324
340,uray,60.1247,64.7758,-12.85,89,74,4.02,RU,1706010324
341,christchurch,-43.5333,172.6333,10.51,89,75,2.57,NZ,1706009972
342,turtas,58.9417,69.1325,-18.49,94,6,2.85,RU,1706010325
343,hafar al-batin,28.4328,45.9708,30.32,19,0,7.2,SA,1706010326
344,novyy urgal,51.0736,132.5642,-32.02,99,81,0.41,RU,1706010190
345,metkovic,43.0542,17.6483,9.26,63,100,1.08,HR,1706010327
346,mata-utu,-13.2816,-176.1745,28.81,77,51,3.53,WF,1706010328
347,mabaruma,8.2,-59.7833,24.39,91,63,2.24,GY,1706010328
348,trairi,-3.2778,-39.2689,29.06,71,23,3.16,BR,1706010209
349,kabare,-2.4683,28.8242,24.35,51,78,0.61,CD,1706010330
350,benguela,-12.5763,13.4055,28.94,66,90,4.85,AO,1706010331
351,mccomb,31.2438,-90.4531,13.93,100,100,2.06,US,1706010331
352,ascension,30.2169,-90.9001,16.12,99,100,2.06,US,1706010333
353,nelson bay,-32.7167,152.15,22.78,84,27,4.47,AU,1706010333
354,jabor,5.921,169.6434,27.85,84,23,8.43,MH,1706010334
355,glace bay,46.1969,-59.957,0.99,76,100,8.23,CA,1706010334
356,flin flon,54.7682,-101.865,-18.53,96,96,3.74,CA,1706010335
357,sohagpur,22.7,78.2,21.19,24,0,1.74,IN,1706010336
358,saint-denis,48.9167,2.3333,9.77,90,75,5.14,FR,1706010336
359,ponta delgada,37.7333,-25.6667,18.44,77,20,8.23,PT,1706010337
360,noumea,-22.2763,166.4572,26.99,82,100,3.31,NC,1706010067
361,alindao,5.0267,21.2088,38.54,9,49,1.63,CF,1706010338
362,dara,15.3484,-15.4799,28.98,6,84,8.72,SN,1706010339
363,mary,37.0,62.5,13.54,34,58,3.64,TM,1706010339
364,vadso,70.0744,29.7487,-1.91,80,75,2.06,NO,1706010340
365,sandnessjoen,66.0217,12.6316,4.12,75,40,1.03,NO,1706010340
366,tongchuanshi,35.0806,109.0897,-7.43,59,57,1.6,CN,1706010341
367,duong dong,10.2167,103.9667,28.0,74,0,1.03,VN,1706010342
368,jackson,42.4165,-122.8345,8.53,96,100,0.89,US,1706010342
369,kandahar,31.0,65.75,13.5,21,0,3.99,AF,1706010343
370,palmer,42.1584,-72.3287,1.95,56,100,3.6,US,1706010343
371,kamalpur,24.2,91.8333,15.74,57,1,1.04,IN,1706010344
372,requena,39.4883,-1.1004,14.73,51,60,2.96,ES,1706010344
373,revda,56.801,59.9303,-13.74,82,17,3.62,RU,1706010345
374,ta`u,-14.2336,-169.5144,28.47,79,34,2.73,AS,1706010346
375,alegrete,-29.7831,-55.7919,19.88,76,3,7.69,BR,1706010346
376,hami,42.8,93.45,-9.88,62,2,3.03,CN,1706010347
377,nanao,37.05,136.9667,2.11,96,100,6.85,JP,1706010347
378,raja,8.4596,25.678,35.03,9,31,2.83,SS,1706010348
379,kismayo,-0.3582,42.5454,29.25,69,89,9.06,SO,1706010348
380,andalgala,-27.5819,-66.3165,18.29,55,9,1.32,AR,1706010349
381,nangomba,-10.9,38.5,22.78,97,100,0.98,TZ,1706010350
382,fort bragg,35.139,-79.006,3.69,65,100,0.0,US,1706010350
383,assab,13.0092,42.7394,27.55,62,13,11.0,ER,1706010351
384,lengshuitan,26.4111,111.5956,0.29,56,0,3.7,CN,1706010351
385,prince rupert,54.3161,-130.3201,6.83,93,100,8.75,CA,1706010352
386,ancud,-41.8697,-73.8203,14.18,81,1,0.63,CL,1706010353
387,luwuk,-0.9516,122.7875,27.44,78,94,2.61,ID,1706010354
388,fale old settlement,-9.3852,-171.2468,29.61,70,67,3.7,TK,1706010355
389,summerside,46.3959,-63.7876,-0.18,69,89,7.2,CA,1706010355
390,dukhan,25.4297,50.7858,22.71,40,2,2.37,QA,1706010356
391,patnanungan,14.7833,122.1833,24.93,86,100,9.81,PH,1706010357
392,erenhot,43.6475,111.9767,-17.93,90,3,3.73,CN,1706010357
393,cidreira,-30.1811,-50.2056,22.31,62,88,7.07,BR,1706010358
394,dergachi,51.2328,48.7659,-14.27,91,55,1.59,RU,1706010358
395,machico,32.7,-16.7667,22.62,75,20,3.6,PT,1706010359
396,jijiga,9.35,42.8,27.07,21,35,7.07,ET,1706010360
397,lensk,60.7253,114.9278,-10.4,80,91,7.02,RU,1706010361
398,rocky mountain house,52.3668,-114.9188,-10.94,85,100,1.54,CA,1706010361
399,kaitong,44.8135,123.15,-16.68,85,67,3.31,CN,1706010362
400,nouadhibou,20.931,-17.0347,23.99,35,100,6.17,MR,1706010362
401,zhaqsy,51.9083,67.3133,-10.83,87,100,3.21,KZ,1706010363
402,xilin hot,43.9667,116.0333,-19.5,89,4,3.72,CN,1706010364
403,corfu,39.62,19.9197,12.88,67,20,2.57,GR,1706010251
404,male,4.1748,73.5089,30.97,74,20,7.72,MV,1706010365
405,togur,58.3631,82.8265,-14.36,90,100,3.58,RU,1706010366
406,okha,53.5739,142.9478,-24.85,89,74,3.87,RU,1706010367
407,vila do maio,15.1333,-23.2167,29.44,83,55,5.83,CV,1706010367
408,wynyard,-41.0,145.7167,16.79,71,99,6.92,AU,1706010368
409,mahina,-17.5065,-149.489,25.87,83,75,2.57,PF,1706010368
410,kapa'a,22.0752,-159.319,24.99,85,75,5.66,US,1706010369
411,midvagur,62.0511,-7.1939,4.46,87,75,10.8,FO,1706010370
412,derbent,42.0678,48.2899,0.97,73,97,4.66,RU,1706010370
413,maicao,11.3832,-72.2432,24.8,80,63,7.48,CO,1706010371
414,dzuunharaa,48.8523,106.4579,-19.42,90,3,1.6,MN,1706010371
415,pallasovka,50.05,46.8833,-14.17,91,14,1.48,RU,1706010372
416,tres isletas,-26.3407,-60.4321,24.81,58,1,3.42,AR,1706010233
417,mossel bay,-34.1831,22.146,22.96,70,34,10.65,ZA,1706010373
418,atar,20.5169,-13.0499,25.28,15,99,10.96,MR,1706010374
419,hilo,19.7297,-155.09,21.81,86,0,2.57,US,1706010316
420,susice,49.2311,13.5202,5.54,88,88,7.15,CZ,1706010375
421,port macquarie,-31.4333,152.9167,20.5,73,100,2.16,AU,1706010376
422,port augusta,-32.5,137.7667,35.98,17,5,0.88,AU,1706010376
423,taishan,22.2514,112.7799,8.9,53,99,5.15,CN,1706010377
424,porto novo,6.4965,2.6036,31.9,48,56,4.97,BJ,1706010377
425,yomju-up,39.8933,124.5981,-14.56,79,50,3.33,KP,1706010378
426,huron,41.1501,-82.5499,0.94,92,100,2.33,US,1706010379
427,auna,10.1881,4.7232,34.25,7,33,1.72,NG,1706010379
428,kilju,40.9642,129.3278,-14.98,67,44,3.22,KP,1706010380
429,boende,-0.2167,20.8667,39.1,18,30,1.91,CD,1706010380
430,dalandzadgad,43.5708,104.425,-17.31,77,2,1.5,MN,1706010381
431,punganuru,13.3667,78.5833,25.91,48,4,4.46,IN,1706010381
432,nioki,-2.7167,17.6833,35.92,34,59,1.97,CD,1706010382
433,mirnyy,62.5353,113.9611,-10.98,61,99,7.15,RU,1706010129
434,piriapolis,-34.8682,-55.2744,22.23,72,20,1.54,UY,1706010383
435,linqiong,30.4159,103.4609,2.9,88,99,2.33,CN,1706010384
436,lubang,13.8584,120.124,27.66,76,80,4.32,PH,1706010384
437,camayenne,9.535,-13.6878,29.05,79,40,1.03,GN,1706010385
438,neftcala,39.3742,49.2472,5.03,68,100,9.73,AZ,1706010386
439,puerto armuelles,8.2833,-82.8667,27.87,61,74,0.45,PA,1706010386
440,mikun',62.3547,50.0771,-6.14,92,100,5.49,RU,1706010387
441,puerto aysen,-45.4,-72.7,17.33,90,22,1.9,CL,1706010387
442,auki,-8.7676,160.7034,26.65,89,94,2.16,SB,1706010388
443,severnoye,56.3491,78.3619,-15.01,84,100,4.02,RU,1706010389
444,cheddar,51.2754,-2.7766,12.51,92,100,9.77,GB,1706010389
445,bronnitsy,55.4194,38.2708,-3.68,82,75,5.0,RU,1706010390
446,kailua-kona,19.6406,-155.9956,24.98,76,100,0.89,US,1706010390
447,la ronge,55.1001,-105.2842,-14.86,85,100,4.12,CA,1706010391
448,ves'yegonsk,58.664,37.2604,-1.42,90,100,5.8,RU,1706010392
449,dunedin,-45.8742,170.5036,8.22,70,21,3.58,NZ,1706010392
450,mount isa,-20.7333,139.5,31.87,66,75,2.06,AU,1706010393
451,lobujya,27.95,86.8167,-17.94,93,58,1.12,NP,1706010393
452,huarmey,-10.0681,-78.1522,23.18,84,44,2.54,PE,1706010394
453,laojunmiao,39.8333,97.7333,-13.57,55,100,3.04,CN,1706010395
454,launceston,-41.45,147.1667,16.0,63,75,5.14,AU,1706010395
455,castillos,-34.1667,-53.8333,22.88,52,0,4.49,UY,1706010396
456,nuuk,64.1835,-51.7216,-6.66,79,75,6.71,GL,1706010396
457,mendi,-6.1761,143.6513,13.8,98,100,0.22,PG,1706010397
458,thinadhoo,0.5333,72.9333,28.92,73,34,4.25,MV,1706010397
459,at taj,24.2049,23.2857,17.38,33,100,5.6,LY,1706010399
460,orchard homes,46.8633,-114.0484,-0.09,94,99,0.45,US,1706010400
461,ranchettes,41.2186,-104.7903,-0.4,87,100,4.12,US,1706010400
462,kyelang,32.5833,77.0333,-9.27,45,19,1.61,IN,1706010401
463,potosi,-19.5836,-65.7531,9.37,76,100,1.85,BO,1706010402
464,luderitz,-26.6481,15.1594,25.76,57,74,6.99,NA,1706010402
465,high river,50.5834,-113.8687,-0.25,84,100,3.25,CA,1706010403
466,wamba,8.9333,8.6,35.24,7,0,2.45,NG,1706010403
467,forshaga,59.5254,13.4813,7.29,49,0,6.17,SE,1706010404
468,usinsk,65.9939,57.5281,-9.15,89,100,10.29,RU,1706010404
469,san clemente,33.427,-117.612,14.43,95,37,0.29,US,1706010312
470,lluta,-16.0147,-72.0142,13.59,65,100,1.15,PE,1706010302
471,ellsworth,44.5434,-68.4195,1.59,72,100,0.89,US,1706010406
472,anuradhapura,8.3565,80.4173,26.05,66,32,3.88,LK,1706010237
473,breves,-1.6822,-50.4803,27.18,84,82,1.94,BR,1706010407
474,lata,40.1629,-8.3327,16.01,70,9,0.71,PT,1706010408
475,skidaway island,31.9349,-81.0471,12.21,88,100,1.79,US,1706010408
476,kristinestad,62.2743,21.376,3.39,91,77,5.71,FI,1706010409
477,ad dilam,23.9915,47.1627,27.23,19,7,4.86,SA,1706010410
478,sarupathar,26.1984,93.8094,16.18,60,0,0.62,IN,1706010410
479,kapuskasing,49.4169,-82.4331,-25.95,83,0,2.06,CA,1706010302
480,jayapura,-2.5333,140.7,25.66,95,100,6.11,ID,1706010412
481,kodinsk,58.6881,99.1844,-15.87,99,81,2.03,RU,1706010413
482,tchollire,8.4022,14.1698,36.49,5,1,2.34,CM,1706010414
483,yung shue wan,22.2333,114.1167,9.23,68,94,0.89,HK,1706010414
484,beloyarskiy,63.7119,66.6722,-12.78,90,100,3.58,RU,1706010410
485,bodo,67.28,14.405,4.32,86,75,10.29,NO,1706010416
486,medinipur,22.4333,87.3333,21.59,25,17,0.98,IN,1706010417
487,bethanie,-26.4833,17.15,35.11,15,11,0.08,NA,1706010417
488,monrovia,6.3005,-10.7969,29.69,68,11,2.26,LR,1706010418
489,sho'rchi,38.0141,67.7899,14.43,24,2,1.67,UZ,1706010419
490,basiawan,6.5342,125.4869,26.66,79,96,3.57,PH,1706010419
491,pucon,-39.2822,-71.9543,20.95,62,1,0.92,CL,1706010420
492,sake,-1.5736,29.045,25.34,41,38,1.25,CD,1706010420
493,kolonia town,6.964,158.206,28.0,83,100,3.09,FM,1706010421
494,yangshuo,24.7808,110.4897,4.03,65,25,0.43,CN,1706010422
495,macas,-2.3167,-78.1167,20.6,91,87,1.02,EC,1706010422
496,san pedro,14.35,121.0167,27.97,78,75,4.02,PH,1706010423
497,zliten,32.4674,14.5687,15.47,57,51,8.99,LY,1706010423
498,sengkang,-4.1279,120.0297,26.39,78,78,3.12,ID,1706010274
499,williston,48.147,-103.618,-3.71,91,99,1.34,US,1706010361
500,sola,-13.8833,167.55,27.72,81,98,2.58,VU,1706010425
501,cacoal,-11.4386,-61.4472,25.72,87,98,1.37,BR,1706010426
502,barbacena,-21.2258,-43.7736,19.58,86,93,3.4,BR,1706010426
503,danilovka,50.3557,44.1168,-10.59,89,5,2.1,RU,1706010427
504,yarovoye,52.9273,78.58,-18.22,92,87,2.12,RU,1706010428
505,terenos,-20.4422,-54.8603,22.84,100,100,2.57,BR,1706010429
506,yeed,4.55,43.0333,36.3,13,40,8.09,SO,1706010429
507,farsan,32.2569,50.561,11.02,98,100,2.64,IR,1706010430
508,old town,50.087,14.4202,7.48,72,75,7.2,CZ,1706010431
509,masina,-4.3836,15.3914,29.19,72,92,0.75,CD,1706010431
510,bismarck,46.8083,-100.7837,-7.09,93,100,6.17,US,1706010300
511,lagoa,39.05,-27.9833,17.27,78,100,11.27,PT,1706010432
512,walvis bay,-22.9575,14.5053,23.53,64,0,4.12,NA,1706010433
513,manicore,-5.8092,-61.3003,23.72,99,100,0.54,BR,1706010434
514,vernon,50.2581,-119.2691,4.61,91,100,1.54,CA,1706010434
515,nikol'sk,53.7189,46.0712,-11.11,84,2,4.69,RU,1706010435
516,grand falls-windsor,48.9332,-55.6649,-3.05,83,98,0.89,CA,1706010435
517,wewak,-3.5534,143.6268,26.85,86,100,7.85,PG,1706010436
518,shenjiamen,29.9576,122.298,0.71,49,2,10.79,CN,1706010436
519,tommot,58.9564,126.2925,-13.09,96,100,1.96,RU,1706010437
520,tortoli,39.9256,9.6572,15.9,59,0,4.12,IT,1706010438
521,kachug,53.9606,105.8817,-24.54,95,14,0.81,RU,1706010439
522,al hawatah,13.4167,34.6333,35.11,15,10,3.29,SD,1706010439
523,arkalyk,50.2486,66.9114,-8.6,88,100,1.28,KZ,1706010440
524,camocim,-2.9022,-40.8411,28.63,75,54,4.54,BR,1706010441
525,uacu cungo,-11.3634,15.1208,25.13,69,84,0.39,AO,1706010442
526,ebon,4.582,168.6964,28.37,81,17,7.94,MH,1706010442
527,borogontsy,62.6683,131.1683,-31.8,95,86,2.6,RU,1706010443
528,caico,-6.4583,-37.0978,30.33,55,43,3.15,BR,1706010443
529,choibalsan,48.0667,114.5,-17.0,82,6,3.73,MN,1706010444
530,princeville,45.7668,-61.2985,0.91,81,100,7.72,CA,1706010445
531,zalegoshch',52.9008,36.8869,-4.84,82,100,8.02,RU,1706010445
